author;author_id
John Garth;42469992,00
Colin Duriez;23438103,00
Lin Carter;75587235,00
John Berendt;48564797,00
Philippa Pearce;80628163,00
J.R. Hyland;67607117,00
Harlow Giles Unger;43599302,00
George  Adamson;49705217,00
Brian K. Vaughan;76003801,00
Sandra Steffen;1210284,00
Carol Marinelli;850484,00
D.W. Meinig;45349538,00
Mikhail Bakunin;21049177,00
David Cairns;43605413,00
Juan Bonilla;11104430,00
Jacqueline Winspear;24565223,00
William S. Burroughs;48459328,00
Jeannette Walls;27124075,00
Lauren  Levin;37546274,00
Amy Sohn;84688164,00
Daniel Jonah Goldhagen;4056790,00
Luanne Rice;44140617,00
Mary Alice Monroe;84343098,00
Brad Thor;82483009,00
Patricia D. Netzley;88644840,00
Richard Dawkins;31931168,00
Laurie Notaro;36562118,00
Denis Waitley;84418635,00
Chris Ware;50494643,00
Voltaire;7366079,00
Tom Robbins;9974041,00
Gus Van Sant;17227866,00
Surya  Das;37036217,00
Shirin Ebadi;28899755,00
Mark Nepo;62339821,00
Mona Lisa Schulz;93333540,00
Charles R. Swindoll;74043977,00
Frank Wedekind;50402744,00
Kathleen A. Brehony;78419821,00
James Joyce;36518518,00
Jan Greenberg;85054700,00
Azar Nafisi;84165903,00
Pam Muñoz Ryan;53568862,00
Lolita Files;82801209,00
Phoebe Dunn;56986585,00
Jaroslav Hašek;5015440,00
Ford Madox Ford;77975803,00
Michael Crichton;71582081,00
Jeffery Hudson;82138736,00
J.M. Barrie;72627472,00
Kenneth C. Laudon;98874141,00
Annie Dillard;85438260,00
Elaine Sciolino;17793580,00
George Bernard Shaw;54950998,00
Peter Kuper;82332637,00
Franz Kafka;71581994,00
Judith Butler;45712949,00
Gill Harvey;86181922,00
Martin Woodside;88881933,00
Sena Jeter Naslund;88680394,00
Hunter S. Thompson;83893480,00
Amy Tan;76551457,00
Richard H. Minear;95109613,00
Theo LeSieg;79711442,00
Julia Butterfly Hill;76099806,00
Brian Boyd;94254164,00
T. Coraghessan Boyle;14944033,00
Elizabeth Hardwick;46368967,00
Jim Toomey;31246212,00
Scott Adams;72088894,00
Aimee Bender;40082584,00
Mike  Davis;99906236,00
Justin Akers Chacón;96129945,00
Steve Erickson;19668062,00
Robert Ludlum;18738164,00
Maud Hart Lovelace;50641134,00
Julie A. Schrader;21341832,00
Margaret Sidney;10433944,00
Sydney Taylor;54914157,00
Carol Ryrie Brink;69763704,00
Carolyn Haywood;17819314,00
Orson Scott Card;73211255,00
Brian Jacques;13216839,00
Roger Hargreaves;90582209,00
Margery Clark;59630295,00
Judi Barrett;26901730,00
Robin McKinley;69176508,00
Barbara Taylor Bradford;67463802,00
Jeanne Treat;56883108,00
Richard A. Knaak;22066997,00
William   Anderson;6992743,00
Laura Ingalls Wilder;20300084,00
Tim Freke;5018965,00
Jean-Luc Marion;511179,00
Hans Jonas;71325689,00
Melissa Wiley;84090399,00
Donald Zochert;74081435,00
Cynthia Rylant;45693825,00
Ann Romines;95491105,00
Carolyn Strom Collins;34160752,00
Barbara M. Walker;77390874,00
Rose Wilder Lane;43233488,00
David Burnie;89918899,00
Melody Malmberg;97659308,00
Sergio Ramírez;94053504,00
Jeanne DuPrau;44145277,00
Frank E. Peretti;87726491,00
Mary O'Neill;84800570,00
Simone de Beauvoir;55836173,00
Mary Daly;80628134,00
R.B. Bernstein;89889078,00
Thomas Jefferson;56513016,00
Dennis Brindell Fradin;41087376,00
Monty Roberts;53548965,00
Dick Francis;90550945,00
Lynne Truss;94176809,00
Ian Hemphill;93965345,00
Patrick O'Brian;22271450,00
Tom McGregor;22104430,00
Karen Hawkins;73795242,00
Timothy D. Taylor;58803094,00
Timothy  Taylor;83163677,00
Mary Lawson;84233933,00
John Dickson Carr;59718094,00
Anthony Robbins;88575089,00
Edward C. Klatt;7138606,00
Hélène Greven-Borde;92626478,00
Gore Vidal;24069436,00
Al Gore;36329120,00
Ruth Reichl;70819855,00
Nikos Kazantzakis;45283021,00
Leslie Kelly;51933616,00
Val McDermid;55265031,00
Waris Dirie;41165471,00
Joanna Strange;18033731,00
W.F. Deedes;84741870,00
Nora Ephron;5893758,00
Susan  Jeffers;41784307,00
Jennifer Quasha;72128694,00
Jamie Lee Curtis;39494947,00
Anne Millard;72641206,00
Nancy Cote;97237435,00
Julie Aigner-Clark;5146028,00
Corinne Hofmann;71724422,00
Luis Sepúlveda;35648805,00
Thornton W. Burgess;724121,00
Anthony Burgess;82658082,00
Ben Elton;68842266,00
Stacy Schiff;26589637,00
Antoine de Saint-Exupéry;2644855,00
M.C. Beaton;21493356,00
Alex Went;6562013,00
James Shapiro;75699112,00
Celeste Davidson Mannis;70631397,00
Pierre Boulle;90765316,00
William T. Quick;80310350,00
Ian Edginton;45830161,00
William Arrow;78593309,00
David Gerrold;88477298,00
Max Brooks;30840374,00
Martin  Gilbert;58986919,00
James L. Stokesbury;32336174,00
Malvina G. Vogel;88326187,00
Jamie Oliver;39078809,00
Darren Shan;9872496,00
Rodman Philbrick;1585152,00
Stefan Fatsis;22761078,00
D.C. Talk;94528683,00
Rebecca St. James;27097369,00
Randy Cerveny;66363773,00
Robert Bogdan;74438569,00
Steve  Miller;91583979,00
Andre Duza;18557410,00
Sakurako Gokurakuin;20718215,00
Kate Bornstein;27114865,00
David Rakoff;56021139,00
Tucker Max;6043470,00
Sławomir Rawicz;2948032,00
Richard Bachman;89830469,00
Nelson Mandela;29055404,00
Nancy M. Armstrong;74536003,00
Erik Larson;90459909,00
Marc Bloch;48418378,00
William Holdsworth;65302292,00
Richard Hofstadter;96280147,00
Edward Countryman;6925327,00
Elizabeth Kostova;48363857,00
Robert B. Baer;52577682,00
Peter Robinson;84805593,00
East Bay M. U. D. Staff;58371970,00
Leah Bendavid-Val;1795056,00
Bill Hurter;88309065,00
J.D. Robb;20325880,00
Jeff   Smith;21851567,00
Usamah ibn Munqidh;4550525,00
Gail Grant;25616044,00
Eliza Gaynor Minden;52879518,00
John         Green;4309913,00
Peter Martins;53059499,00
Barbara  Newman;91100358,00
Alexandra Moss;71969795,00
Jane Yolen;33197184,00
George Balanchine;37297605,00
Scott Speck;99643551,00
Adèle Geras;36339352,00
Carol Lee;32394856,00
Katharine Holabird;15925109,00
Janice Ross;28842057,00
Susan Au;54848588,00
John               White;14517845,00
Jahnna N. Malcolm;44912861,00
Nicholas Evans;83693522,00
Marian Keyes;19459906,00
Frederick P. Lenz;54649057,00
Jimmy Carter;25515650,00
Steven F. Hayward;1673524,00
Fannie Flagg;28180404,00
Stephen Nachmanovitch;52236656,00
Rupa Bajwa;74912902,00
Sophie Kinsella;14914242,00
Nuala O'Faolain;69344310,00
James T. Farrell;76101238,00
John  Miller;12041000,00
Søren Kierkegaard;22181979,00
Georg Wilhelm Friedrich Hegel;50574887,00
Martin Heidegger;31478567,00
Christopher Biffle;7687370,00
Jenny Nimmo;4913708,00
Gertrude Chandler Warner;12035102,00
Marcel Proust;11647360,00
Miroslav Volf;57461421,00
Eduardo Galeano;61233407,00
Jack Frost;60259931,00
William Stacy Johnson;36654993,00
Linda Lael Miller;19022008,00
John O'Donohue;22879672,00
Mark Behr;5142367,00
Julia Briggs;43201666,00
Marjane Satrapi;454854,00
Dave Barry;43376090,00
Julie Garwood;63302372,00
Robert Jordan;73698770,00
David Horowitz;20041790,00
Michelle Sagara;20481721,00
Robert A. Johnson;35216541,00
Jun'ichirō Tanizaki;33599927,00
Elisabeth Elliot;2269116,00
Christine Feehan;25245963,00
David     Payne;33943345,00
Sam Weller;98201399,00
Italo Calvino;36629776,00
Erica Jong;81820386,00
Jessica Hagedorn;24273907,00
Stephen Kinzer;55620798,00
Thomas Fahy;74544437,00
Milan Kundera;9537896,00
Joy Kogawa;2635943,00
Barack Obama;69756273,00
Mao Zedong;44424535,00
Peter Hessler;37907816,00
Peg Kerr;49171366,00
D.H. Lawrence;22843243,00
Robin Norwood;1859937,00
Susan Forward;85920611,00
Walt Disney Company;28746622,00
Jonathan Lethem;32220736,00
Kenneth Robeson;25768389,00
Alice Munro;72950995,00
Albert Marrin;52088433,00
James Clavell;57374883,00
"John ""Red"" Shea";41523228,00
Ben Katchor;93811416,00
Åsne Seierstad;77817390,00
Fatemeh Keshavarz;16939264,00
Joseph E. Stiglitz;67409805,00
Curtis Sittenfeld;2240233,00
Denis Johnson;32667586,00
James C.    Simmons;63219135,00
Rudolph R. Windsor;48557334,00
Kira Salak;56840994,00
Ian Buruma;57422267,00
Gertrude the Great;56324502,00
Kōbō Abe;45427297,00
Max Frisch;23401588,00
Bernd Matzkowski;95552208,00
Sten Nadolny;99734167,00
C.D. Payne;5494642,00
Deborah Spungen;55553666,00
Alex Cox;96562581,00
James D. Bradley;70762540,00
Michael R. French;74039355,00
Philip Pullman;24178687,00
Antonia Fraser;16506392,00
Alison Weir;8946593,00
J. Keith Cheetham;20988059,00
Tad Williams;91357683,00
Jenny Wormald;89665625,00
John Guy;60273278,00
Carolly Erickson;88985448,00
Robert Hutchinson;11268110,00
Margaret George;15224322,00
Margaret Hodges;95706968,00
Gene Wilder;2575026,00
Sigrid Nunez;46794808,00
Helen Fisher;65493657,00
Mary Jane Maffini;72685291,00
Jincy Willett;37995751,00
Dobrica Erić;84469747,00
Wisława Szymborska;96259088,00
Charlotte Brontë;31366304,00
M.M. Kaye;72220347,00
Paul Farmer;62450374,00
Fritjof Capra;63904303,00
Edward T. Haslam;82893776,00
Michelle Feynman;83476563,00
Mark S. Smith;44192235,00
Joan Dayan;40778919,00
Ted Steinberg;75280530,00
Huston Smith;12930688,00
Christopher Partridge;78426471,00
Jim  Powell;15091730,00
Larry McMurtry;20313249,00
Amartya Sen;1125579,00
Karen Rizzo;74240591,00
Julie Andrews Edwards;85168740,00
Giles Andreae;62379937,00
Marina Belozerskaya;87166600,00
David A. Ufer;7428244,00
Wilson Rawls;39145520,00
Marc Platt;27688746,00
Andrew    Hunt;91707861,00
Andrew Cartmel;36101361,00
Greg Behrendt;4241796,00
Michaela Muntean;3420088,00
Beth Hensperger;30791509,00
Martine Agassi;79606341,00
Sarah Susanka;88448041,00
Rachel Lichtenstein;21793955,00
Fiona McAuslan;59676954,00
Richard Gott;86085809,00
Nancy Osa;6070242,00
Stephen Coonts;1599063,00
Kim Edwards;41164586,00
John Updike;15744280,00
Paul Pitchford;81268998,00
Rebecca  Wood;2040479,00
Eugene Linden;64493699,00
Margaret  Rose;98244575,00
Candida Höfer;67288502,00
Pierdomenico Baccalario;44308392,00
Shelley Klein;13007460,00
King Arthur Flour;82455395,00
Frank Portman;11539427,00
George R.R. Martin;52080317,00
George Beahm;39732505,00
Brian James Freeman;43326894,00
Stanley Wiater;57454593,00
Sam Walton;84865971,00
Roger Penrose;45671717,00
Barry Schwartz;81365669,00
Robert D. Kaplan;57371833,00
Andreas J. Köstenberger;43311904,00
Roger Lowenstein;75525668,00
Francine Pascal;7879992,00
Kate McMullan;17756925,00
Simon Schama;35824081,00
Rudyard Kipling;95800776,00
George Gladir;51810560,00
Walker Percy;21738095,00
Gregory Maguire;62476597,00
Christopher M. Andrew;60112714,00
James Lee Burke;47670994,00
John Terra;18035811,00
Stephen Clarke;19215456,00
Geneviève;66370705,00
Michael S. Reynolds;77575685,00
Leonardo Padura;19804511,00
Bernice Kert;45018713,00
Jeffrey Meyers;38045343,00
Amanda Hemingway;94699401,00
Jackson J. Benson;64226446,00
E.B. White;71816773,00
Jon Lee Anderson;71537802,00
Caroline Preston;64185688,00
Allan C. Weisbecker;18854038,00
Solomon Jones;95170682,00
Steve Martin;45545736,00
Anita Thompson;99678602,00
Walter Isaacson;21190033,00
Anne Lamott;33303809,00
Cecelia Ahern;7066806,00
Jerry Ahern;87268969,00
Chris Gardner;54925076,00
Jodi Picoult;16040772,00
Charles Frazier;3288088,00
Hanshan;2313844,00
Susan    Lewis;34879297,00
Billy Crystal;68066033,00
Phillip Margolin;32976198,00
Timothy Truman;70398638,00
James Axler;41430671,00
Matt Keefe;50814474,00
William Faulkner;5562334,00
Katherine Neville;83885158,00
Louise Bates Ames;85832221,00
Henepola Gunaratana;23753899,00
Eliot Asinof;184042,00
Jane E. Gerver;64449049,00
Arturo Pérez-Reverte;63346416,00
Anaïs Nin;97865193,00
Bart King;23127110,00
Clint Willis;74353295,00
Jason Hook;51103722,00
J. Maarten Troost;19926277,00
Jim Trelease;1243433,00
David K. Shipler;93717926,00
Christie Ridgway;53824618,00
Peter J. D'Adamo;25159985,00
C.S. Lewis;37187108,00
Shifra Horn;33970321,00
Pansy;91850892,00
Elie Wiesel;42140246,00
Edward J. Larson;53934906,00
Margo Maine;65774179,00
Connie Mason;68987376,00
Dan B. Allender;21008428,00
Julia Alvarez;39912821,00
Bruce Edward Walker;33762245,00
Ken Kesey;28828294,00
Iris Murdoch;65013310,00
Susan Howatch;98263800,00
Mary McCarthy;55175461,00
Jay Rubin;12455602,00
Susan Cooper;14723823,00
Mercer Mayer;52519252,00
Scott Leonard;87386205,00
Barbara W. Tuchman;89601050,00
Sinclair Lewis;98508779,00
Arthur Edward Waite;92022570,00
Jan Frank;37444223,00
Raymond Carver;72263974,00
Tobias Wolff;58106541,00
Philip Gourevitch;92161649,00
The Paris Review;10756947,00
Paul Hendrickson;71048934,00
Alice Walker;36909955,00
Melody Carlson;79828756,00
Chaim Potok;62997941,00
Patricia Schultz;44603864,00
Robert R. McCammon;5098433,00
Lois H. Gresh;66612811,00
Raynold Gideon;94024417,00
Judith Farr;92705673,00
Richard B. Sewall;16395469,00
Emily Dickinson;41551543,00
Sylvia Plath;85580575,00
Paul Alexander;73849427,00
Ronald Hayman;2988447,00
Keri Hulme;37787977,00
James Plath;55192624,00
Jacquelyn Reinach;74737716,00
Oscar Hijuelos;91358538,00
John Cheever;61641204,00
Orhan Pamuk;29717512,00
Ian Jack;29068840,00
Octavio Paz;45440007,00
Anthony Minghella;25815861,00
A.S. Byatt;23140456,00
Penelope Fitzgerald;96928059,00
Marilynne Robinson;37405221,00
Carol Shields;19496458,00
Elisabeth Jean Wood;37398252,00
Sid Fleischman;56346271,00
Cynthia Voigt;71348602,00
Mary B. Collins;12944692,00
Andrew P. Trout;39969224,00
Lou Priolo;19538293,00
William Styron;61436443,00
Robert L. Geneve;1721455,00
Bebe Moore Campbell;2855547,00
Anne Rice;53072017,00
Kelley Armstrong;30953850,00
Peter S. Beagle;51767196,00
Don Webb;60100039,00
Jack Williamson;64595652,00
Albert Camus;34885494,00
Jacqueline Harpman;98871933,00
Robert Polito;31240006,00
Iain M. Banks;61419031,00
Alan MacGillivray;75079841,00
Iain Banks;52945089,00
Hershel Parker;46686442,00
Patricia Hall;24721859,00
Paul Bowles;58457730,00
Ann Major;17558918,00
Paul Coughlin;72093884,00
Ludwig Wittgenstein;96685011,00
David Edmonds;9013618,00
Saul A. Kripke;69449924,00
Ray Monk;55874175,00
Allan Janik;96764377,00
Eugene O'Neill;11193348,00
Carlos A. Schwantes;74066986,00
Samuel Beckett;45984758,00
Jonathan Croall;72225397,00
Eugène Ionesco;22098166,00
Margaret Bertha Synge;63260021,00
Luigi Pirandello;16452403,00
Sam Shepard;61131317,00
Robert Frost;74834989,00
Richard  Adams;43079169,00
Jacqueline K. Ogburn;91167285,00
Louise Borden;54515078,00
Marguerite Yourcenar;93862352,00
Nicholas A. Basbanes;87854825,00
Thomas Bernhard;19469051,00
Jay Parini;69180446,00
Tennessee Williams;35557751,00
Chet Green;59238662,00
Mary Pope Osborne;7752626,00
Richmond Lattimore;99361729,00
Carroll John Daly;31564803,00
Jo Ann Ooiman Robinson;81816148,00
Nathaniel Hawthorne;86289945,00
Michael Teitelbaum;91343907,00
Nancy Milford;36315344,00
João Guimarães Rosa;29727645,00
Ruth Ozeki;37608567,00
Sarah Vowell;58074788,00
Richard Russo;15465291,00
Gus Russo;35895026,00
Richard Ford;69147834,00
Graydon Carter;76647684,00
Steven Watts;52011880,00
Jim Morrison;15583729,00
Mary B. Morrison;55766626,00
Louis-Ferdinand Céline;91575333,00
William T. Vollmann;935758,00
Paul Robert Magocsi;89145195,00
Nella Larsen;78267323,00
Sonny Brewer;32052157,00
Boris Pasternak;57674371,00
Thomas Wolfe;36019824,00
Howard Korder;32551995,00
Norman Mailer;73484491,00
Lynda La Plante;70300852,00
James Hamilton-Paterson;6180958,00
Erin McCarthy;97885493,00
Pete McCarthy;12051255,00
W. Michael Kelley;33898604,00
David Mamet;72557016,00
Mary Roach;51804929,00
Iain Levison;25035343,00
P.G. Wodehouse;66970296,00
Richard Brautigan;28867130,00
Eudora Welty;79455299,00
Anne Fadiman;66892803,00
Noam Chomsky;14253881,00
Shirley Rousseau Murphy;93139974,00
Jean-Jacques Rousseau;89654210,00
James A. Michener;615072,00
John Grogan;54940662,00
Graham Handley;82053416,00
Terry C. Johnston;47882877,00
Margot Adler;79089865,00
Scott O'Dell;74217916,00
Shirley Hazzard;60475268,00
Elizabeth Mayne;5568765,00
Ira Levin;44620176,00
William Hjortsberg;4799153,00
Melissa M. Garcia;15385738,00
Alice Kaplan;96548096,00
Ha Jin;38813867,00
Robert Mason;41629129,00
Michael Morpurgo;51073647,00
Maryam Riess;79358027,00
Carlos Castañeda;52253215,00
Steve Blamires;59981533,00
Daphne du Maurier;87890541,00
Rebecca Goldstein;93454654,00
Rebecca York;83406280,00
Rebecca West;12394560,00
John Barth;39951573,00
Horace Walpole;32945121,00
Mark Helprin;21277537,00
Isak Dinesen;79926051,00
Troy Denning;92898930,00
Terry Tempest Williams;97217237,00
Bob      Smith;6477210,00
James K. Lowers;82795555,00
Lewis Carroll;63932116,00
Lawrence Durrell;14145939,00
Reynolds Price;56685031,00
Carl Hiaasen;37970109,00
Andrés Duany;66432271,00
Don Colbert;51111446,00
James Redfield;24991155,00
Donald Spoto;6485174,00
Howard Stern;56527632,00
Lesley Glaister;16261138,00
Kevin Smith;86668922,00
Stephanie Spinner;8571686,00
Maxim Gorky;77066919,00
Jane Heller;69855097,00
Ruth Heller;47647503,00
Zoë Heller;32237744,00
Paul Crilley;42329841,00
Igor Stravinsky;75378323,00
C. Hassell Bullock;70969875,00
John Milner;85545257,00
Mark Rothko;60486002,00
Lee Seldes;88320028,00
Diane Waldman;54025535,00
Henry M. Sayre;82480684,00
Pindar;76306508,00
Garth Nix;67170944,00
Prima Publishing;27174802,00
Joyce Meyer;36417744,00
Brenda Joyce;3478211,00
Stuart Gilbert;35208418,00
Miriam Toews;93078707,00
Marilyn Herbert;30211141,00
Dorothy Dunnett;54924189,00
Stuart McLean;89748706,00
David  Michaels;44655476,00
Douglas E. Winter;5817023,00
Kathleen Banks Freeman;19985697,00
Philip Ellis Wheelwright;83226969,00
Geoffrey S. Kirk;90573114,00
Catherine Osborne;5126209,00
Jonathan Barnes;65891503,00
Catherine Thimmesh;36430661,00
Stanley Coren;15469380,00
Michael J. Gelb;36889542,00
Jane Walmsley;33532493,00
Terry Cole-Whittaker;56085371,00
Jiddu Krishnamurti;55912005,00
Pam Johnson-Bennett;17578877,00
Giuliana DePandi;74033396,00
Howard W. Stone;77952351,00
Hirohiko Araki;70497177,00
Ben Avery;88960273,00
Charles de Lint;78224202,00
James W. Loewen;53514152,00
Miguel Serrano;86440501,00
Kyoko Hikawa;78466019,00
Ursula K. Le Guin;14955500,00
Takehiko Inoue;88489149,00
CLAMP;51233266,00
Yumi Hotta;5614645,00
E.R. Eddison;99167025,00
Frederick P. Brooks Jr.;20548776,00
Junji Ito;87846376,00
Yōko Kamio;29085187,00
Lao Tzu;16255785,00
Mikhail Tal;88234940,00
Eiji Nonaka;47529203,00
Fuyumi Ono;45809144,00
Suzette Haden Elgin;96493693,00
Hiroyuki Morioka;26292275,00
Julie Powell;68542435,00
Yasunari Kawabata;43267706,00
Nancy Conrad;31889347,00
Chie Shinohara;67125707,00
Yayoi Ogawa;15821727,00
Chieri Uegaki;3132142,00
Suki Kim;73876245,00
R. Scott Bakker;12414128,00
Raymond E. Feist;34127044,00
Roger Zelazny;37782091,00
John Gregory Betancourt;72534473,00
Tamora Pierce;41460259,00
Michael Pollan;21836372,00
Joyce Lankester Brisley;53125989,00
Mandy Aftel;59984112,00
Jackie French Koller;79192900,00
Katherine Dunn;81895273,00
Sylvia Nasar;94514105,00
Edward de Bono;33410980,00
